UC_SEQ,MAIN_TITLE,GUGUN_NM,LAT,LNG,PLACE,TITLE,SUBTITLE,ADDR1,ADDR2,CNTCT_TEL,HOMEPAGE_URL,USAGE_DAY_WEEK_AND_TIME,RPRSNTV_MENU,MAIN_IMG_NORMAL,MAIN_IMG_THUMB,ITEMCNTNTS
1541,기장손칼국수,부산진구,35.15551,129.0583,기장손칼국수,기장손칼국수,칼국수,부산 부산진구 서면로 56 (부전동),,051-806-6832,,09:00~21:00,"손칼국수, 비빔손칼국수, 냉칼국수, 김밥",,,"멸치 육수에 쑥갓과 부추가 올라가는 경상도식 칼국수를 맛볼 수 있다. 깨와 다진 마늘도 들어가며 담백하면서도 깔끔한 국물 맛이 특징이다. 
면은 직접 반죽을 밀어서 만들고 깍두기가 유일한 밑반찬으로 나온다. 
소박하면서도 푸짐한 손맛이 느껴진다.
"
1542,쌍둥이돼지국밥,남구,35.13177,129.0923,쌍둥이돼지국밥,쌍둥이돼지국밥,돼지국밥,부산 남구 유엔평화로 35-1 (대연동),,09:00~22:00,,09:00~22:00,"돼지국밥, 내장국밥, 수육백반, 돼지수육, 내장수육",https://www.visitbusan.net/uploadImgs/files/cntnts/20230612130601401_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230612130601401_thumbL,"정을 거쳐서 내온다. 정구지라고 부르는 부추무침을 국물에 듬뿍 넣어 먹으면 좋다. 항정살로 만든 수육도 추천할 만하다.
"
1543,삼오불고기,수영구,35.160027,129.1149,삼오불고기,삼오불고기,돼지고기구이,부산 수영구 수영로610번길 24-2 (광안동),,051-754-3610,,17:30~22:30,삼겹살,,,"대패삼겹살과 돼지양념갈비 두 가지 메뉴만 선보이는 고깃집. 
고기와 어울리는 다양한 밑반찬이 나오며, 후식으로 식혜도 내준다. 
양념게장이 밑반찬으로 나와 인기가 좋다. 부담없는 가격으로 식사를 즐길 수 있는 곳이다.
"
1544,언양불고기부산집,수영구,35.14793,129.11354,언양불고기부산집,언양불고기부산집,소불고기,부산 수영구 남천바다로 32 (남천동),,051-754-1004,,11:00~21:30,"언양불고기, 등심, 생갈빗살, 육사시미",,,"언양식 불고기를 전문으로 하는 곳. 질 좋은 소고기를 잘게 저며 언양 지방의 독특한 양념에 재워 두었다가 
숯불 위에 석쇠로 구워 먹는 맛이 일품이다. 같이 나오는 백김치에 불고기를 싸 먹으면 좋다.
"
1545,은해갈치,수영구,35.157005,129.12592,은해갈치,은해갈치,갈치,부산 수영구 광안해변로295번길 4-7 (민락동),,051-925-2524,,11:00~15:00/17:00~21:00(마지막 주문 20:00),"갈치구이, 갈치찌개, 갈치조림, 왕특대구이, 왕특대찌개, 왕특대조림",https://www.visitbusan.net/uploadImgs/files/cntnts/20230612131518983_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230612131518983_thumbL,"부산에서 신선한 제주 갈치 요리를 먹을 수 있는 곳. 갈치구이를 특대로 주문하면 손바닥 만한 크기와 두께로 구워져 나오는데, 탱탱하면서도 부드러운 식감이 일품이다. 
슴슴하면서도 칼칼한 된장 베이스의 갈치찌개도 인기. 
3가지 젓갈과 함께 차려지는 밑반찬도 맛있고 정갈하다.
"
1546,동백섬횟집,해운대구,35.160408,129.15466,동백섬횟집,동백섬횟집,생선회,부산 해운대구 해운대해변로209번나길 17 (우동),,051-741-3888,,"12:00-22:00
(14:00-16:00 브레이크 타임)
(20:20 라스트 오더)","점심특선회정식, 회코스, 세꼬시",https://www.visitbusan.net/uploadImgs/files/cntnts/20230612133402186_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230612133402186_thumbL,"현지인이 손꼽는 자연산 횟집으로, 회가 싱싱하기로 유명하다. 회를 주문하면 여러 가지 해물과 튀김 등이 나온다. 
부산에서는 회를 주로 쌈장(된장)에 찍어 먹는 것이 특징이며, 초밥용 밥에 생선회를 얹어서 초밥을 만들어 먹을 수 있다. 식사로 매운탕과 생선찜이 나온다.
"
1547,새총횟집,해운대구,35.205696,129.12448,새총횟집,새총횟집,생선회,부산 해운대구 반여로155번길 25 (반여동),,0507-1314-8333,,14:00~22:00,"자연산회, 이시가리",,,"고소한 지방 맛이 특징인 줄가자미(이시가리) 회를 맛볼 수 있는 곳이다. 자연산 회도 판매하여 도미, 가자미 등 
다양한 고급 어종 회를 먹을 수 있다. 식사로 나오는 매운탕도 깊은 맛을 느낄 수 있다.
"
1548,초필살돼지구이,해운대구,35.156647,129.14693,초필살돼지구이,초필살돼지구이,돼지고기구이,부산 해운대구 마린시티3로 23 (우동),,051-747-5571,,17:00~01:00(익일),"껍데기, 소금구이, 돼지갈비, 뒷고기, 대패삼겹살, 통삼겹김치찌개",,,"해운대에서 인기 있는 돼지고기 구이 전문점. 쫄깃한 육질이 풍미가 좋으며 파채, 소스 등과 함께 먹으면 좋다. 
벌집 모양의 칼집을 낸 돼지껍데기가 시그니처 메뉴다. 
가격대비 만족도도 좋은 편.
"
1549,거대숯불구이,해운대구,35.161602,129.16695,거대숯불구이,거대숯불구이,巨大 평양냉면,부산 해운대구 달맞이길 22 (중동),,051-746-0037,,11:30~15:00/17:00~22:00,"한우양념갈비, 안심, 갈빗살, 등심, 안창살, 평양냉면(물/비냉), 거대곰탕, 점심특선",https://www.visitbusan.net/uploadImgs/files/cntnts/20230612134343289_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230612134343289_thumbL,"고급스러운 분위기에서 1++ 등급의 고급 한우를 즐길 수 있는 곳. 양념에 재서 숙성 과정을 거친 양념갈비가 대표 메뉴로, 갈빗살, 안심, 안창살 등 다양한 부위를 선보인다. 
기본으로 나오는 곁들이 음식도 전체적으로 맛이 좋으며 평양냉면으로 입가심하면 좋다.
"
1550,부다면옥,해운대구,35.162384,129.16298,부다면옥,부다면옥,평양냉면, 부산 해운대구 중동1로 36 (중동),,051-746-8872,,11:00~20:00(마지막 주문 19:30),"순메밀냉면, 사리, 맛보기한우수육, 한우한마리꼬리수육, 겨울 - 꼬리곰탕, 육개장",,,"깔끔한 국물 맛이 일품인 평양냉면 전문점. 평소에는 평양냉면과 수육 2가지 메뉴만 선보이며,
겨울에는 곰탕과 육개장도 맛볼 수 있다.
"
1551,아저씨대구탕,해운대구,35.158676,129.17163,아저씨대구탕,아저씨대구탕,대구탕,부산 해운대구 달맞이길62번가길 31 (중동),,051-746-2847,,07:00~21:00,"대구탕, 대구뽈찜",https://www.visitbusan.net/uploadImgs/files/cntnts/20230612135343874_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230612135343874_thumbL,"시원칼칼한 국물의 대구탕이 인기를 끄는 곳.
대구 대가리를 넣어 국물 맛을 내는 것이 특징이다.
밑반찬으로 나오는 장아찌 종류와 멍게젓이 맛깔스럽다. 허영만 화백을 비록하여 연예인 정우의 맛집이기도 하다.
"
1552,영남돼지,해운대구,35.160004,129.15541,영남돼지,영남돼지,소고기구이,부산 해운대구 해운대해변로209번가길 13 (우동),,051-747-4228,,"1층 11:30~22:30(입장 마감 21:30, 마지막 주문 22:00),
2층 11:30~21:30 (입장 마감 21:30. 마지막 주문 22:00)","소고기등심, 갈빗살, 차돌박이, 양념차돌박이, 안창살, 안거미, 삼겹로스, 삼겹살, 목살, 물/비빔냉면, 차돌된장",,,"질 좋은 소고기와 돼지고기 구이를 다양하게 먹을 수 있는 곳. 
고기를 먹기 좋은 굽기로 구워 주어 편하게 즐길 수 있다. 파채 무침, 멜젓도 나와 고기에 곁들이면 좋다. 
식사는 육향이 느껴지는 국물의 물냉면이 인기 메뉴다.
"
1553,무진장횟집,기장군,35.216946,129.22612,무진장횟집,무진장횟집,붕장어,부산 기장군 기장읍 연화1길 137,,051-721-2956,,11:00~21:00,"붕장어회, 모둠회, 도다리, 참가자미, 돔, 매운탕",https://www.visitbusan.net/uploadImgs/files/cntnts/20230612140201584_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230612140201584_thumbL,"오래된 아나고(붕장어) 전문점. 물기를 쫙 뺀 고슬고슬한 아나고회를 맛볼 수 있으며, 막장에 찍어 먹으면 일품이다. 
아나고회를 주문하면 나오는 얼큰한 매운탕의 맛도 좋다. 바다가 보이는 곳에 자리하고 있어 경치도 좋다.
"
1554,탐복,기장군,35.28275,129.25766,탐복,탐복,전복,부산 기장군 일광읍 문오성길 31,,051-727-4213,,"10:30~15:00 | 토, 일요일 10:30~15:00/17:00~19:30","탐복죽, 탐복밥, 탐복구이, 탐복청주쌈",,,"고급스러운 분위기의 전복 전문점. 기본 세트를 주문하면 탐복밥, 탐복죽, 탐복구이가 함께 나온다.
탐복밥의 고명은 미역, 톳, 곤드레 중에 고를 수 있으며 게우소스와 전복장으로 비벼 먹는다.
"
1555,미미루,동래구,35.219494,129.08295,미미루,미미루,일반중식,부산 동래구 온천장로 91-1 (온천동),, 051-555-6609,,11:30~15:00/17:00~22:00(마지막 주문 21:00),"짜장면, 짬뽕, 사천짜장면, 중화덮밥, 사천라즈지, 유린기, 궁보기정, 멘보샤, 탕수육",https://www.visitbusan.net/uploadImgs/files/cntnts/20230612142200836_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230612142200836_thumbL,"부산에서 뜨거운 인기를 끌고 있는 중식당이다. 합리적인 가격에 훌륭한 중국 요리를 즐길 수 있다. 
특히 매콤한 향과 재료의 조화가 인상적인 사천라즈지가 대표 메뉴. 
모든 식사 메뉴에는 달걀프라이가 올라가는 것이 특징이다.
"
1556,부우사안,해운대구,35.160133,129.1545,부우사안,부우사안,북경오리,부산 해운대구 해운대해변로209번나길 16 (우동),,051-741-3310,,11:30~15:00/17:00~22:00(마지막 주문 21:30),"사천식배추찜, 차슈, 마의상수, 산니백육, 딤섬, 베이징덕, 런치세트, 디너세트",https://www.visitbusan.net/uploadImgs/files/cntnts/20230612142741318_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230612142741318_thumbL,"블랙톤으로 꾸민민 모던한 분위기의 중식당. 바삭한 껍질의 베이징덕이 시그니처 메뉴로, 전용 화덕을 갖추고 제대로 만들고 있다. 
베이징덕 외에도 우리에게 익숙한 다양한 중식 메뉴를 현대적인 터치를 가미해서 내고 있다. 
마의상수, 산니백육 등이 이 집의 독특한 메뉴.
"
1557,산동완탕교자관,동구,35.119602,129.04268,산동완탕교자관,산동완탕교자관,완탕,부산 동구 중앙대로248번길 3-11 (초량동),,070-8240-2385,,10:00~22:00,"완탕, 고기만두, 김치만두, 물만두, 삼색모둠만두, 가지요리, 토마토계란볶음, 깐풍새우, 오향장육, 마파두부",,,"부담없는 가격으로 완탕과 만두를 즐길 수 있는 곳으로, 중국 본토 맛을 느낄 수 있다. 
요리와 안주도 낮은 가격대에 판매하여 주류와 함께 즐기기 좋다. 
마파 두부와 가지 요리를 추천.
"
1558,동경밥상,수영구,35.148396,129.11385,동경밥상,동경밥상,일식장어,부산 수영구 남천바다로 34-6 (남천동),,070-7576-1428,,11:30~15:00/17:30~21:00(마지막 주문 20:30),"동경식민물장어덮밥, 나고야식민물장어덮밥, 민물장어덮밥",https://www.visitbusan.net/uploadImgs/files/cntnts/20230612143356750_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230612143356750_thumbL,"장어 덮밥 전문집으로, 동경식 장어덮밥(우나쥬)과 나고야식 장어덮밥(히쓰마부시)을 맛볼 수 있는 것이 특징이다. 
히쓰마부시는 덮밥을 어느 정도 먹다가 나머지는 오차즈케로 만들어 먹는 것이 특징이다.
"
1559,모즈,해운대구,35.15704,129.14333,모즈,모즈,이자카야,부산 해운대구 마린시티2로 38 (우동),,051-747-5048,,18:00~01:00(익일)(마지막 주문 24:00),"오츠마미코스, 다시마키타마고, 오싱코모리아와세, 다이콘사라다, 네기토로마키, 스나기모, 난코츠, 세세리, 테바사키, 모모, 우동, 소바",https://www.visitbusan.net/uploadImgs/files/cntnts/20230612143942704_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230612143942704_thumbL,"오츠마미(술안주) 코스와 함께 술 한잔하기 좋은 곳. 
단품으로도 주문 가능하며 다양한 꼬치 요리와 일식 안주를 맛볼 수 있다. 
서울 신사동에서 인기를 끌고 있는 모즈의 요코모리 셰프가 오픈한 부산점이다.
"
1560,쇼진,해운대구,35.163307,129.1596,쇼진,쇼진,가이세키,부산 해운대구 구남로 9 (우동),,0507-1354-8060,,18:00~22:00,오마카세,,,"일식 가이세키 코스 요리를 경험할 수 있는 곳. 
금태, 참치, 성게알, 단새우, 소고기 등 계절마다 바뀌는 제철 고급 식재료를 사용한다. 
사시미, 스이모노, 소바, 구이, 솥밥 등 다양한 요리를 조금씩 맛 볼 수 있다.
"
1561,스시시안,해운대구,35.167847,129.13097,스시시안,스시시안,스시,부산 해운대구 센텀1로 9 (우동),,051-611-2684,,1부 18:00~20:00 / 2부 20:00~22:00,스시오마카세,,,"1인 셰프가 운영하는 스시 오마카세를 맛볼 수 있다. 저녁에만 1부, 2부로 나누어 디너 오마카세를 운영한다. 
샤리의 간이 약간 세다는 평도 있지만, 이를 선호해 찾는 이도 많으며, 전반적으로 가성비가 좋은 편이다.
"
1562,스시이루카,해운대구,35.15704,129.14333,스시이루카,스시이루카,스시,부산 해운대구 마린시티2로 38 (우동),,0507-1361-9442,,런치 12:00~ / 디너 1부 17:30~ 2부 20:00~,"런치, 디너",https://www.visitbusan.net/uploadImgs/files/cntnts/20230612145045002_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230612145045002_thumbL,"가격 대비 만족스러운 스시 오마카세를 맛볼 수 있는 곳. 
적초를 사용한 샤리는 아지나 사바 같은 진한 맛의 생선과 잘 어울린다.
"
1563,야키토리해공,수영구,35.158237,129.12712,야키토리해공,야키토리해공,일식꼬치,부산 수영구 민락본동로19번길 30-5 (민락동),,0507-1479-8334,,17:30~24:00,"야키토리오마카세, 야키토리, 츠쿠네, 생야채보리된장, 채소구이, 닭봉크로켓, 새우시소말이춘권튀김, 치즈구이",,,"고급스러운 분위기의 야키토리 전문점으로, 토종닭을 사용한 야키토리 오마카세로 유명하다. 
안심, 목살, 굴살, 아킬레스건, 허벅지살, 날개, 다리, 껍질 등 닭의 거의 모든 부위를 맛볼 수 있다.
"
1564,제로베이스,수영구,35.15741,129.12096,제로베이스,제로베이스,일식오마카세,부산 수영구 민락로33번길 17 (민락동),,0507-1300-0326,,18:00~20:00 / 20:30~22:30,코스요리,,,"단일 코스로만 진행되는 일식 오마카세를 맛볼 수 있다. 
생와사비, 북해도산 성게알 등 최상급 재료를 사용하여 재료 본연의 맛을 느낄 수 있다. 
다양한 종류의 사케와 도쿠리도 있어 코스와 페어링하기 좋다.
"
1565,떼떼오네,부산진구,35.152622,129.06642,떼떼오네,떼떼오네,와인바,부산 부산진구 동성로25번길 35 (전포동),,0507-1399-7911,,15:00~24:00(마지막 주문 23:00)ㅣ토요일 12:00~24:00(마지막 주문 23:00)ㅣ일요일 12:00~18:00(마지막 주문 17:00),"런치파스타, 송어그라브락스&차지키소스, 한우비프타르타르, 마늘향의올리브절임, 낙지젓갈크림치즈앤크래커",https://www.visitbusan.net/uploadImgs/files/cntnts/20230612150436417_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230612150436417_thumbL,"캐주얼하고 밝은 분위기의 와인 바. 프랑스식 육회인 비프 타르타르가 인기 메뉴로, 함께 나오는 바게트에 얹어 먹는다. 
런치에는 식사 메뉴로 파스타도 선보인다. 주류나 음료는 필수로 주문해야 한다.
"
1566,라꽁띠,해운대구,35.162567,129.18898,라꽁띠,라꽁띠,이탈리아식,부산 해운대구 청사포로 85 (중동),,051-701-7890,,12:00~15:00/17:30~22:00(마지막 주문 20:30),"디너코스, 생면파스타, 채끝등심스테이크",,,"수준 높은 이탈리아 요리를 즐길 수 있는 곳. 
매일 매장에서 직접 만드는 파스타 면을 사용하는 것이 특징이며 참나무 화덕에 구운 피자와 스테이크 등도 추천한다. 
다양한 요리로 구성된 코스 메뉴도 만족도파가 높다.
"
1567,리오네,수영구,35.171597,129.12004,리오네,리오네,파스타,부산 수영구 구락로 36 (수영동),,051-753-0202,,12:00~15:00 / 18:00~22:00(마지막 주문 20:30),"샐러드, 성게알어란파스타, 초리조알리오올리도, 토마토라구오븐펜네파스타, 알감자뇨키",,,"뇨키가 맛있는 캐주얼 이탈리안 레스토랑. 
알감자 모양의 뇨키는 트러플의 풍미와 크림소스와 잘 어우러진다. 
입구 앞에 있는 자연친화적인 작은 정원이 이목을 끈다.
"
1568,쉐프리,해운대구,35.159615,129.15382,쉐프리,쉐프리,이탈리아식,부산 해운대구 해운대해변로209번길 13 (우동),,051-757-6127,,12:00~15:00 / 17:30~24:00,"알리오올리오, 카치오페페, 안초비파스타, 고르곤졸라피자, 프로슈토피자, 루콜라피자, 감바스, 매운홍합찜, 한우채끝",https://www.visitbusan.net/uploadImgs/files/cntnts/20230612151651185_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230612151651185_thumbL,"기본에 충실한 이탈리안 레스토랑으로, 파스타가 인기 메뉴다. 
피자는 이탈리아 스타일로 화덕에 구워 내주며, 재료의 맛이 잘 느껴진다. 
평소 접하기 어려운 이탈리아 맥주도 맛볼 수 있다.
"
1569,음주양식당오스테리아어부,부산진구,35.153934,129.06258,음주양식당오스테리아어부,음주양식당오스테리아어부,이탈리아식,부산 부산진구 동천로 58 (전포동),,051-802-8858,,"17:00~24:00 | 토, 일요일 12:00~15:00 / 17:00~24:00","오이스터, 통발단새우, 제주산참옥돔, 문어리조토, 오소보코리조토, 카르보나라, 이탈리아가재파스타, 볼로냐식소고기파스타, 한우1++채끝스테이크",,,"이탈리아 현지의 맛을 살린 요리와 함께 와인을 즐기기 좋은 곳. 
제주산 딱새우와 링귀네면이 어우러진 파스타와 클래식카르보나라가 인기며 부드러운 송아지 종아리 살이 곁들여진 오소부코리조토도 추천할 만하다.
"
1570,이재모피자,중구,35.1021,129.03058,이재모피자,이재모피자,피자,부산 중구 광복중앙로 31 (신창동1가),,051-255-9494,,10:00-21:10(20:30 라스트 오더),"크러스트피자, 햄치즈크러스트피자, 크러스트새우피자, 페퍼로니피자, 스파게티",,,"부산 현지인들에게 유명한 피자 전문점으로, 피자에 들어가는 치즈가 맛있다는 평이다. 
페퍼로니 피자가 인기 메뉴며, 모든 피자는 4천원 추가 시 큰 사이즈로 변경 가능하다. 
대기할 것을 각오하고 가야 하는 곳이다.
"
1571,레땅,부산진구,35.172516,129.05516,레땅,레땅,프랑스식,부산 부산진구 성지로 22 (연지동),,051-807-3636,,12:00~15:00 / 18:00~21:00 (예약제로 운영),시즌코스,https://www.visitbusan.net/uploadImgs/files/cntnts/20230612152628930_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230612152628930_thumbL,"프랑스와 일본에서의 경험을 담아 프렌치 코스를 선보이는 곳. 
제철 식자재를 사용하여 계절마다 코스 구성이 변동된다. 
내부는 카운터 테이블 구조로 되어 있으며, 1인 셰프로 운영되기 때문에 예약은 필수. 
에스카르고, 토끼고기 등 평소 접하기 힘든 프랑스 요리를 합리적인 가격에 경험할 수 있다. 
코스와 잘 어울리는 다양한 와인이 구비되어 있어 와인 한잔하기도 좋다.
"
1572,라이옥,남구,35.138275,129.10408,라이옥,라이옥,베트남식,부산 남구 용소로7번길 76 (대연동),,0507-1449-8011,,10:30~21:00(마지막 주문 20:00),"소고기쌀국수, 라이옥퍼가, 해물볶음밥, 고이꾸온, 반쎄오, 반꿔이, 분망빗, 분보후에",https://www.visitbusan.net/uploadImgs/files/cntnts/20230612153328501_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230612153328501_thumbL,"베트남 하노이에 있는 쌀국수 식당 라이옥에서 전수 받은 쌀국숫집. 
깔끔한 국물의 소고기 쌀국수를 맛볼 수 있다. 
푸짐하게 나오는 반쎄오도 추천 메뉴. 현지 식당의 느낌을 재현한 인테리어도 인상적이다.
"
1573,달타이,해운대구,35.158127,129.18245,달타이,달타이,태국식,부산 해운대구 달맞이길 193 (중동),,0507-1403-1127,,12:00~22:00(마지막 주문21:00),"뿌팟퐁커리, 똠양꿍, 팟타이, 그린/레드커리, 쏨땀, 싸이크럭 이싼, 얌운센, 남똑무",,,"뿌팟퐁커리와 똠양꿍이 인기 있는 태국 음식점이다. 
현지의 맛을 잘 재현한 태국 음식을 맛볼 수 있다. 
태국 맥주를 곁들이면 더욱 좋다. 
리뉴얼하여 실내 분위기도 모던하고 스타일리시해졌다
"
1574,알로이타이레스토랑,수영구,35.16252,129.12901,알로이타이레스토랑,알로이타이레스토랑,태국식,부산 수영구 민락수변로239번길 26 (민락동),,051-756-0275,,11:00~15:00/17:00~21:00 (마지막 주문 20:20),"뿌팟퐁커리, 뿌님팟퐁커리, 타이식해물쌀국수, 파인애플볶음밥, 얌운센, 알로이세트",https://www.visitbusan.net/uploadImgs/files/cntnts/20230612153921763_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230612153921763_thumbL,"태국 정부가 인증한 타이셀렉트 프리미엄 인증점이다. 
현지 호텔 출신 요리사가 만드는 정통 태국 요리를 맛볼 수 있다. 
특히 게와 생크림을 넣어 만든 뿌팟퐁커리와 생파인애플을 푸짐하게 넣은 볶음밥 등이 인기다.
"
1575,카파도키아,금정구,35.260086,129.0922,카파도키아,카파도키아,튀르키에식,부산 금정구 금단로 123-9 (남산동),,051-515-5981,,11:30~21:30 (마지막 주문 20:30),"케밥, 피르졸라, 피타, 런치세트, 카파도키아스페셜",https://www.visitbusan.net/uploadImgs/files/cntnts/20230612154508334_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230612154508334_thumbL,"부산에서 보기 드문 튀르키예 음식 전문점으로, 케밥을 비롯한 다양한 정통 튀르키예 음식을 맛볼 수 있다. 
다양한 종류의 케밥이 인기 메뉴며 전통 향신료에 절인 양갈비를 그릴에 구운 피르졸라도 추천 메뉴다. 
귀화한 튀르키예인이 운영하고 있으며 가게 곳곳에 터키의 전통 공예품이 진열되어 있다.
"
1639,톤쇼우,수영구,35.15644,129.12479,톤쇼우,톤쇼우,일식돈카스,부산 수영구 광안해변로279번길 13 (민락동),,051-752-7978,,11:30~21:00 (마지막 주문 20:00),"버크셔K로스가스, 로스가스, 가츠산도, 모둠가스, 에비가스",,,"일식 돈가스를 맛볼 수 있는 곳. 주문과 동시에 저온, 고온, 레스팅 순서로 조리가 진행되며 적절하게 잘 익은 핑크빛의 육즙을 자랑한다. 
영국 왕실 소금인 말돈 소금에 찍어 먹거나 특제소스에 겨자를 더해 먹으면 느끼함을 잡아준다.
"
1576,거북선횟집,해운대구,35.156822,129.17397,거북선횟집,거북선횟집,생선회,부산 해운대구 달맞이길62번길 69 (중동),,051-741-8850,,11:00~23:00,자연산모둠회,,,"해운대 미포에 있는 횟집으로, 자연산 회의 맛이 뛰어나다. 
회 외에도 각종 밑반찬과 매운탕도 훌륭하다. 
직접 담근 고추장에 여러 양념을 섞어 6개월간 숙성시킨 초장이 맛의 비결이다. 
문재인 전대통령이 즐겨찾았던 대통령 맛집이다.
"
1577,고스락,기장군,35.322273,129.26978,고스락,고스락,소고기구이,부산 기장군 장안읍 해맞이로 286,,051-727-0101,,11:30~22:00 (마지막 주문 21:00),"한우등심구이, 한우안심, 한우떡갈비솥밥정식",,,"바닷가에 전망이 좋은 방갈로로 되어 있는 곳이다. 
질좋은 소고기를 전망 좋은 방에서 즐길 수 있다. 
반려견 동반이 가능한 것이 특징. 식사 후 산책하기에도 좋다.
"
1578,규우정,해운대구,35.15723,129.17676,규우정,규우정,소고기구이,부산 해운대구 달맞이길 129 (중동),,051-747-9229,,12:00~15:00/ 17:00~23:00(마지막 주문 22:00),"채끝, 안심, 등심, 꽃등심, 특안심, 한상가득모둠, 오므라이스",,,"창가 오션뷰 전망이 좋은 소고기 구이 전문점. 
고기를 주문하면 테이블에 기본 찬과 소금, 참기름, 데미글라스 세 가지 소스가 놓인다. 
숙성시킨 고기의 풍미가 좋으며, 데미글라스 소스를 곁들인 오므라이스도 단품 식사로 즐기기 좋다.
"
1579,금랑횟집,수영구,35.15518,129.13103,금랑횟집,금랑횟집,생선회,부산 수영구 광안해변로344번길 17-5 (민락동),,051-752-5209,,11:30~23:00 (마지막 주문 22:00),"금랑한상, 수변한상, 광안한상, 바다한상, 특모둠회, 모둠회",https://www.visitbusan.net/uploadImgs/files/cntnts/20230612155844697_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230612155844697_thumbL,"광안리 수변공원에 있어 광안대교를 바라보며 한상차림을 즐길 수 있는 곳. 
싱싱한 활어회와 함께 매운탕, 전복찜, 메로스테이크, 모둠해산물, 새우장을 비롯한 곁들이 음식이 푸짐하게 나온다. 
문재인 전대통령이 찾았던 대통령 맛집이다.
"
1580,뉼리,수영구,35.155136,129.12401,뉼리,뉼리,스테이크,부산 수영구 민락수변로 7 (민락동),,010-5381-8102,,12:00~15:00/17:00~22:00 (마지막 주문 21:00),"봉골레파스타, 포르마지파스타, 채끝스테이크, 안심스테이크, 감자튀김, 런치세트, 디너세트",,,"광안리 바다가 보이는 전망 좋은 스테이크 하우스. 
알라카르트로 운영되며, 런치에는 세트를 시키면 샐러드, 파스타, 한우 스테이크, 디저트가 코스로 나온다. 
저녁때는 와인바로도 이용된다.
"
1581,맥퀸즈라운지,기장군,35.198193,129.22858,맥퀸즈라운지,맥퀸즈라운지,카페,부산 기장군 기장읍 기장해안로 268-32,,051-509-1371,,10:00~21:00,"애프터눈티세트, 홍차, 허브차, 과실차, 녹차, 전통차, 에스프레소, 아메리카노, 카푸치노, 카페라테, 카페모카, 바닐라라테",https://www.visitbusan.net/uploadImgs/files/cntnts/20230612160716657_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230612160716657_thumbL,"힐튼부산호텔 내에 자리한 라운지. 환상적인 오션뷰를 바라보며 디저트와 차를 즐길 수 있는 공간이다. 
시그니처 메뉴는 케이크 등의 베이커리와 시그니처 티 컬렉션으로 구성된 애프터눈 티세트다.
"
1582,목장원,영도구,35.07164,129.05736,목장원,목장원,소갈비,부산 영도구 절영로 355 (동삼동),,051-404-5000,,11:30~21:30,"한우등심, 한우양념구이, 한우꽃등심, 양념갈빗살, 꽃갈빗살소금구이, 한우특수부위모둠, 한우꽃갈비살, 한우곰탕, 갈비탕",https://www.visitbusan.net/uploadImgs/files/cntnts/20230612161146972_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230612161146972_thumbL,"한우 및 수입육을 맛볼 수 있는 숯불갈비 전문점. 태종대의 절경을 바라보며 식사할 수 있다. 
2층 카페 드봄에서는 차 한잔의 여유를 즐길 수 있으며 연회장 및 야외 결혼식장도 함께 있다.
"
1583,오륙도가원,남구,35.106842,129.11136,오륙도가원,오륙도가원,소고기구이,부산 남구 백운포로 14 (용호동),,051-635-0707,,11:30~21:30,"갈빗살, 등심, 제비추리, 꽃살",https://www.visitbusan.net/uploadImgs/files/cntnts/20230612161538543_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230612161538543_thumbL,"바다가 보이는 전망이 아주 좋은 한우 전문점. 질 좋은 한우를 숯불에 구워 먹는 맛이 좋다. 
점심시간에 한우구이를 주문하면 식사와 냉면이 무료로 제공된다. 
물이 흐르는 연못과 들판이 조화를 이루는 외관은 건축상을 수상했을 정도로 훌륭하다. 
옆에 카페가 있어 고기를 먹은 후 차를 마시기도 좋다.
"
